image_path,observation_time,planet_center_x,planet_center_y,planet_error_x,planet_error_y,moon_center_x,moon_center_y,moon_error_x,moon_error_y,ra_planet_deg,dec_planet_deg,ra_moon_deg,dec_moon_deg,delta_ra_arcsec,delta_dec_arcsec,plate_scale,rotation_angle,distance_to_planet_AU
ad0058.fits,2024-10-17T20:40:48,756.6425975642339,601.2432983204834,0.013872438377037806,0.013609676738820983,754.5554695274051,589.0320598694932,0.11198579203409481,0.260713755651636,358.1921116017221,-2.227200690840213,358.19190276469357,-2.224018594651352,-0.7512453675656426,11.455546279898421,0.9264021674711812,-5.944927317047968,29.000
adbr0799250.fits,2024-10-18T22:00:28,55.307421551390576,382.8357195323188,0.028376124266145244,0.021732564583932305,31.564821393567815,399.54515408528005,0.021040856028219437,0.020345841468727983,358.1688035402623,-2.2369541003054354,358.1714717831128,-2.2333289009794566,9.598354253559098,13.050717573523762,0.5586064129113907,91.15224836286863,29.000
adbr0799583.fits,2024-10-19T21:06:59,104.95724763620518,378.32847824452676,0.009080231421464326,0.009230327668688667,105.60974916798111,395.2858869582907,0.03594719098913767,0.044790282633662325,358.14811796334664,-2.2456213746675244,358.1507469731369,-2.245784876125873,9.457166876837745,-0.5886052500555294,0.5585803425407151,91.25896594033817,29.030
adbr0800141.fits,2024-10-21T22:10:23,71.16386368816266,295.0502264401391,0.02277394927503621,0.017922512456393102,93.6191222589902,277.5887749330537,0.02624135166190048,0.027090281173588523,358.10492097626206,-2.2637437130925977,358.1021408871072,-2.2671680920662536,-10.000510364883947,-12.327764305161182,0.5584032664457284,91.18004169526456,29.050
ad0023.fits,2024-10-14T20:26:11,469.8686027284117,252.69820321938187,0.024856752306854923,0.023363624020597846,469.24862389566545,238.08675018520796,0.05814816130720594,0.06642749799463946,358.2593355590889,-2.1987674299474875,358.2597812647066,-2.2024388239891137,1.6033588680068398,-13.21701854985431,0.9099208393359999,-175.50733803379018,28.952
ad0258a.fits,2024-10-22T20:52:55,567.4503072184536,450.15336497893196,0.013740612642601279,0.020111203524571977,577.0031876139531,451.6576749783899,0.08355993425886366,0.05784587143692401,358.08534060380634,-2.271928128061019,358.0829167540473,-2.2715762102316184,-8.719000063012267,1.266904185842499,0.9109272946734794,-179.27208904333622,29.07
